,title,link,play_times,creator
230,【80'sFunk】Synth Funk‖最后的黄金年代,https://music.163.com/playlist?id=2438302427,510000,仰望晨曦的夜空
1203,OMNIA 电音蹦迪大本营,https://music.163.com/playlist?id=2285365152,510000,BOB-HB
6,Swing Jazz / 复古摇摆,https://music.163.com/playlist?id=2189138758,510000,海螺J
219,BBC新闻＋TED演讲,https://music.163.com/playlist?id=2047661253,510000,夜空yosora
32,ᶠᴸᵞ ᴹᴱ ᵀᴼ ᵀᴴᴱ ᴹᴼᴼᴺ,https://music.163.com/playlist?id=2094703454,500000,blackseungk
83,每个人心里都住着一个小恶魔°,https://music.163.com/playlist?id=2102574166,500000,-TRTan-
91,"欧美｜少女心♡, 水蜜桃味",https://music.163.com/playlist?id=2119093695,500000,BAEK-J
828,Dubstep/brostep【断头不歇.狂炸致命】,https://music.163.com/playlist?id=2382982496,490000,China1_SamFeI
1199,[战地系列]机瞄拉大栓专用音乐,https://music.163.com/playlist?id=2250215894,490000,捡pangci的道长
1200,光学变焦|捕捉在一瞬，按下快门定格却永恒,https://music.163.com/playlist?id=2513668968,480000,岛屿Soliloquy
69,心尖上第一抹白月光,https://music.163.com/playlist?id=2199874932,470000,759513I
1297,『欧美男女双声道』左耳怀孕，右耳已炸裂！,https://music.163.com/playlist?id=2074238066,460000,倩灬影
24,电影《马戏之王》原声大碟,https://music.163.com/playlist?id=2085318285,460000,JUMPINGTONY
233,Vicetunes,https://music.163.com/playlist?id=2179239664,450000,Vicetone__Official
232,佛系抖腿Psy-Trance穿梭宇宙深处的迷幻之音,https://music.163.com/playlist?id=2379576084,450000,薄荷猫晒太阳
790,「Jazz」 只要摇得够快，寂寞就追不上我,https://music.163.com/playlist?id=2361573843,450000,云音乐VIP
234,健身丨做自己平凡世界的超级英雄,https://music.163.com/playlist?id=2422086034,450000,暖是一道光
235,人从未完整过 只是碎片的拼合,https://music.163.com/playlist?id=2207327052,440000,Epiphanyoon
516,第76届美国电影电视剧金球奖提名名单,https://music.163.com/playlist?id=2545099333,440000,楼船夜雪天
236,复古流行 | Dance Back To The 80s,https://music.163.com/playlist?id=2204313231,430000,SaintPocari
72,大黄蜂Bumblebee完整金曲大碟,https://music.163.com/playlist?id=2440117735,420000,大黄蜂电影
237,「Bluegrass」留声机里永存的时代之音,https://music.163.com/playlist?id=2468073853,420000,Pistazien
1204,静静地听一首歌 一个人也好,https://music.163.com/playlist?id=2352330470,420000,_英年早睡_
208,微醺向 | 你的棉花糖电子,https://music.163.com/playlist?id=2339080034,410000,云音乐VIP
238,鲸云音效与女声产生的独特反应(迷幻电音),https://music.163.com/playlist?id=2330975178,400000,师兄不叫思松
239,『Future Bass™』 直\击\内\心\的\旋\律,https://music.163.com/playlist?id=2385257943,390000,柠檬有柠檬味
242,NBA2K19正版BGM背景音乐,https://music.163.com/playlist?id=2370132937,380000,不羁鱼1008
241,「Dubstep」EDM中烈性黑暗风格,https://music.163.com/playlist?id=2472566520,380000,BiG2M
244,史诗 • 神级BGM丨灵魂的震颤&心灵的洗涤,https://music.163.com/playlist?id=2532235327,370000,Kirin电子站
243,迈阿密电音节UMF 2018 | Marshmello,https://music.163.com/playlist?id=2156469254,370000,hondoes
154,事后烟//落日飞车//LEO,https://music.163.com/playlist?id=2195187950,370000,苏箫羽
220,Alan Walker 35首电音【震撼全场】,https://music.163.com/playlist?id=2279542915,370000,最好听的歌手
797,低音起义｜全世界贝斯手团结起来,https://music.163.com/playlist?id=2320295659,370000,云音乐VIP
155,优雅英式英语朗读,https://music.163.com/playlist?id=2068079160,370000,桔梗与山泉
524,『乡味90代』怡情绘色之典,https://music.163.com/playlist?id=2559679362,360000,Pistazien
528,「性感电子」EDM TRAP 人声邪魅的低音,https://music.163.com/playlist?id=2473812647,340000,BiG2M
245,2018年EMA颁奖典礼获奖名单,https://music.163.com/playlist?id=2500804060,330000,音乐新征程
699,摇滚乐队传记电影｜传奇永不落幕,https://music.163.com/playlist?id=2531980855,330000,下一颗巧克力
1201,霉霉的歌不要钱系列,https://music.163.com/playlist?id=2452400538,330000,凸崽子
247,DCEU「海王」Aquaman 电影原声&预告配乐,https://music.163.com/playlist?id=2541286299,310000,Gog-Gy
246,CHILL ROOM,https://music.163.com/playlist?id=2476188541,310000,Alvin-_-
211,稀 | 奇 | 古 | 怪 | 音 | 效 | 工 | 厂,https://music.163.com/playlist?id=2366691357,300000,云音乐VIP
248,圣诞节歌曲,https://music.163.com/playlist?id=2481478791,290000,时光叙爱
221,新概念英语(第一至四册)-英语听力,https://music.163.com/playlist?id=998054175,290000,Aynur812
1205,多想和你一起亡命天涯,https://music.163.com/playlist?id=2357965764,290000,校霸少女
801,比利时电音节【Tomorrowland】,https://music.163.com/playlist?id=2292718251,290000,云音乐VIP
250,｜²hiphop²｜混集,https://music.163.com/playlist?id=2242234916,290000,Uecc_H
251,賊适合跳power jazz『舞曲』,https://music.163.com/playlist?id=2051455779,280000,AKA牛肉
254,新西游记5和6 宝藏BGM 至1202 完结撒花,https://music.163.com/playlist?id=2423952191,270000,夏日蜜桃茶
253,Dubstep/Drumstep操栏杆专用,https://music.163.com/playlist?id=914631580,270000,DJ-Minors
252,【电音】百种风格全球史诗级万评,https://music.163.com/playlist?id=2497651602,270000,韩呼斯乐
709,Trap Rap|陷阱说唱的低音冲击,https://music.163.com/playlist?id=2538119796,260000,IntropinRevivan
649,「深邃电子」惊艳Trap能让耳朵怀孕,https://music.163.com/playlist?id=2434468771,260000,BiG2M
536,惊艳Remix｜论流行与电子如何玩酷,https://music.163.com/playlist?id=2503593220,260000,北见长安
223,BBC新闻100篇- 雅思托福听力救星,https://music.163.com/playlist?id=929866050,260000,我是b站的一一
838,〖欧美〗节奏/高燃/踩点/震撼,https://music.163.com/playlist?id=2308071764,260000,Sigrid_岩崎妮梓
255,future bass☄| 感受深邃内心的旋律,https://music.163.com/playlist?id=2463761414,260000,倒闭的才华有限公司
650,金曲永恒不朽，致敬采样经典EDM,https://music.163.com/playlist?id=2517940567,250000,soAoAyEDM
256,【欧美】致迷致幻、迷人声线与电子旋律交融,https://music.163.com/playlist?id=2239888579,250000,Aeim_
846,QQ飞车端游音乐【老玩家必听】,https://music.163.com/playlist?id=2095999434,240000,Ambassadorss
1206,2018美国公告牌Billboard单曲年终榜,https://music.163.com/playlist?id=2008628938,240000,Harry-Lucis
845,80000(巴音汗）前三首就是,https://music.163.com/playlist?id=2247656907,240000,用户627100162
257,Greedy Sea Records,https://music.163.com/playlist?id=2539440293,240000,LazyGspacr
258,西语也可以温柔,https://music.163.com/playlist?id=2161049463,240000,腹有师叔涕质滑
259,《蜘蛛侠：平行宇宙》动画电影〖原声收录】,https://music.163.com/playlist?id=2561491583,240000,Cosmos0717
260,妖精的尾巴（主题曲 片尾曲）,https://music.163.com/playlist?id=2128946358,240000,沐森森家的饺子
262,Bass House听完这几首你就出师了,https://music.163.com/playlist?id=2174619508,230000,你的小可爱扑上来并给你一个HUG
1207,电影丨A Star Is Born/一个明星的诞生 OST,https://music.163.com/playlist?id=2449874373,230000,凉風冇興
849,超强卡点Urban编舞BGM,https://music.163.com/playlist?id=2219901737,230000,乐人-舞术
263,抖音最火歌曲英文版,https://music.163.com/playlist?id=2180182367,230000,橘阿Any
809,浴室KTV ^ ^ 我爱洗澡皮肤好好,https://music.163.com/playlist?id=2463142486,230000,云音乐VIP
261,华语说唱里的WorldWide,https://music.163.com/playlist?id=2481337501,230000,NanzyYu
265,Imagine Dragons（梦龙）乐队全部歌曲,https://music.163.com/playlist?id=2047268588,220000,Collinward
266,欧美清新向：今天也是元气满满的一天！,https://music.163.com/playlist?id=2513645806,220000,Sachety
264,怪我孤独成疾，无药可医,https://music.163.com/playlist?id=2476271494,220000,浮梦沉生
231,BBC新闻100篇（已排序）,https://music.163.com/playlist?id=2158094576,210000,Colorfulskyy
852,DjRanGwaz,https://music.163.com/playlist?id=2201053528,210000,XjRanGwaz-
850,杀死伊芙 Killing Eve,https://music.163.com/playlist?id=2190415917,210000,SherlockkkkkH
268,抖音向阳花浪子回头囧架架小黄鸭说爱你超火,https://music.163.com/playlist?id=2358252756,210000,你要低调知道吗
776,轻快电子· 唤醒你一天的好心情,https://music.163.com/playlist?id=2479482915,210000,shakemyhead
269,百鬼派对！万圣节甩头指南！,https://music.163.com/playlist?id=2482344167,210000,华纳音乐国际
267,迷幻Trap|嘻哈毒鸡汤,https://music.163.com/playlist?id=2523624603,210000,SteveRillex
550,「电音」你一定听过的万评电音,https://music.163.com/playlist?id=2341496595,210000,HUMAN00
1208,日系丨霓虹国的“新式”英语,https://music.163.com/playlist?id=2326480670,200000,东篱衔蝉
270,另 类 节 奏 · 放 空 解 压,https://music.163.com/playlist?id=2469941518,200000,Spyromun_
271,「一个摩羯座的听歌列表」,https://music.163.com/playlist?id=2487422558,200000,Jiemarr
272,蜘蛛侠平行宇宙 电影原声带,https://music.163.com/playlist?id=2335597236,200000,衬衫的价格是玖镑拾伍便士
855,丨节奏控丨视频剪辑节奏感很强的BGM,https://music.163.com/playlist?id=2007482148,200000,壹格印象
240,【52首最伟大英文诗】英国演员朗读两章合集,https://music.163.com/playlist?id=1999419647,190000,英文有声书和广播剧
273,低音高频，带你遨游Psytrance的迷幻世界,https://music.163.com/playlist?id=2396071651,190000,Hard-with-Core
274,Bodycombat77 2018·03 莱美有氧搏击操 BC77,https://music.163.com/playlist?id=2358049578,190000,密斯特温
275,极致旋律&空灵飘纱,https://music.163.com/playlist?id=2518171636,190000,Unique涉鑫
283,抖音歌曲合集,https://music.163.com/playlist?id=2252158268,180000,Yechenhuan
813,黑胶放映厅 | 18年令人印象深刻的电影原声,https://music.163.com/playlist?id=2572431218,180000,云音乐VIP
857,感谢网易云没有访客记录「慎点」,https://music.163.com/playlist?id=2479370701,180000,季夜雨声
859,格莱美2018得奖单曲,https://music.163.com/playlist?id=2078998843,180000,傻不拉几大王
552,欧美｜每个人心里都藏着部悲伤爱情电影,https://music.163.com/playlist?id=2413067839,180000,蝶影丛虫
282,RIP X（持续更新）,https://music.163.com/playlist?id=2365753362,180000,Creators-
281,八年了，恭喜LPL登峰造极境,https://music.163.com/playlist?id=2498402186,180000,画船吹风听雨眠
276,美国小伙子都听些啥？,https://music.163.com/playlist?id=2562094031,180000,Big17_
277,耳畔软语 | 温柔的人儿啊,https://music.163.com/playlist?id=2434547628,180000,-毕宿五
278,迷失/在温柔的鼓点和吉他里,https://music.163.com/playlist?id=2374593928,180000,JZhustleEvyday
279,当说唱遇到Dubstep电音『极限爆炸』,https://music.163.com/playlist?id=2449508255,180000,ALvetX
280,【另类电子的极致美学】8,https://music.163.com/playlist?id=2435883636,180000,Myunggg
284,唯你不同，聆听来自北欧的好声音,https://music.163.com/playlist?id=2427750296,170000,沃尔沃汽车VolvoCars
556,另类独立 | 烂漫男嗓 苏打汽水的暧昧气息,https://music.163.com/playlist?id=2526726381,170000,Seabearone
249,【英语单词】有翻译 再也不用担心睡不着啦,https://music.163.com/playlist?id=2060248245,170000,神周猪猪
861,LOL总决赛主题曲s1～s8,https://music.163.com/playlist?id=2185841302,170000,奶茶舞a_
285,全球总决赛bp音乐,https://music.163.com/playlist?id=2138525877,170000,leejancog23
286,『Deep House』灵魂唱腔&鼓点低频,https://music.163.com/playlist?id=2568708583,170000,呉茕
289,一起去浪 | 加入这个放克舞厅,https://music.163.com/playlist?id=2280499804,160000,机械懒猫乐队
864,『欧美神曲』100首让你怦然心动,https://music.163.com/playlist?id=2466946939,160000,音悦库-
558,Aquaman 海王〖DC电影宇宙】,https://music.163.com/playlist?id=2541694997,160000,Cosmos0717
287,专业幼教推荐英语启蒙儿歌,https://music.163.com/playlist?id=2210181398,160000,大福的妈Yuki
1209,【2018维多利亚的秘密】时装秀场背景音乐,https://music.163.com/playlist?id=2507800801,160000,Lay李辰
288,Aquaman · 海王,https://music.163.com/playlist?id=2458905929,160000,KiNg-_ArTHuR_-gNiK
865,show me the money777 【BGM】,https://music.163.com/playlist?id=2409921792,160000,HELLOHETTY
868,三亚ISY电音节现场歌单,https://music.163.com/playlist?id=2123146353,150000,大小姐不高兴
870,A神未发的新歌 We all love you Avicii,https://music.163.com/playlist?id=2267872633,150000,MbJW_Avicii_forever
293,爵士 微醺沉醉的小酒馆,https://music.163.com/playlist?id=2605708474,150000,与你赴海
292,僻城孤影|当你选择孤身孑立一人时,https://music.163.com/playlist?id=2399531827,150000,盯鞋人
291,美国恐怖故事8 启示录,https://music.163.com/playlist?id=2276656984,150000,美国恐怖故事
290,与欧美大牌合作的韩国歌手们,https://music.163.com/playlist?id=2486172697,150000,LalisaManoban
871,情感语录,https://music.163.com/playlist?id=2192748052,150000,神秘狗不是狗
559,『空灵飘渺』电子邂逅悠扬的绝美甜嗓,https://music.163.com/playlist?id=2575248121,150000,呉茕
560,陌生的人，愿你人生如爵士一样自由,https://music.163.com/playlist?id=2530719268,150000,凄竹
817,A Space Odyssey | 太空漫游指南,https://music.163.com/playlist?id=2365942435,150000,云音乐VIP
2,『人声&电音』求求你了让我好好学习吧！,https://music.163.com/playlist?id=2083622952,150000,巴黎France
668,第76届美国电影电视剧金球奖完整获奖名单,https://music.163.com/playlist?id=2612784010,140000,楼船夜雪天
297,迷航于云幻交织般的世界当中,https://music.163.com/playlist?id=2043125164,140000,帐号已注销
298,入戏太深|一个走不出电影情怀的观众,https://music.163.com/playlist?id=2492741153,140000,周阿粥uu
562,电影《毒液》BGM/OST,https://music.163.com/playlist?id=2496198970,140000,MRDavidChen
1211,【Popping】如何表达音乐系列,https://music.163.com/playlist?id=2123384012,140000,Popping国王原创
746,俏皮爵士下°复古素日游,https://music.163.com/playlist?id=2508028369,140000,东野圭吾的烦恼
299,【Hip-Hop】Autotune之正确呈现,https://music.163.com/playlist?id=2436319558,140000,泰迪它三岁
294,• I n s o m n i a •,https://music.163.com/playlist?id=2070141494,140000,末日不孤单企划
1210,Avicii未发行+典藏级,https://music.163.com/playlist?id=2213459617,140000,KWOK-C-K
300,Neon Fruits丨水果味儿的强效兴奋剂,https://music.163.com/playlist?id=2496009655,140000,金暗洙
296,历届世界杯主题曲(1986-2018),https://music.163.com/playlist?id=2268257581,140000,邮差10
295,欧美|抖腿系列 x 哼唱系列,https://music.163.com/playlist?id=2450894192,140000,_Zachary---
0,粉色心情°融化在耳畔的甜甜爱意,https://music.163.com/playlist?id=2612206771,140000,美学流亡
824,鲸云音效音画主题特辑,https://music.163.com/playlist?id=2562403043,130000,云音乐VIP
301,「欧美」燃情奔放 摇滚时光,https://music.163.com/playlist?id=2519662546,130000,晚烟的花卉店
303,【曲风】dubstep/brostep重低音轰炸,https://music.163.com/playlist?id=2342670511,130000,Deer鹿头
877,2018年【抖音】最火200首歌曲排行,https://music.163.com/playlist?id=2200928548,130000,Molsattva
875,欧阳娜娜vlog bgm持续更新,https://music.163.com/playlist?id=2490605070,130000,JosephineCai
874,暮光之城‖1－4部全插曲,https://music.163.com/playlist?id=2099522652,130000,默默无闻的个人
873,污wu哒，性感十足，暧昧气息满溢,https://music.163.com/playlist?id=2201318110,130000,暗夜小披风
304,宿舍蹦迪整栋楼一起嗨歌单（持续更新）,https://music.163.com/playlist?id=2426063858,130000,JemmaRong
565,星•际•遨•游丨寻宇宙之源 析万物之秘,https://music.163.com/playlist?id=2497856016,130000,ALvetX
302,点播圣诞星声,https://music.163.com/playlist?id=2515752400,130000,随享星巴克
25,考研英语作文(王江涛),https://music.163.com/playlist?id=2099054454,130000,马小安
305,抖音最火的歌曲之一,https://music.163.com/playlist?id=2471029629,120000,NCS-迪丽娜尔
572,"2018全球百大DJ热门电音,燃爆来袭",https://music.163.com/playlist?id=2475573253,120000,BAEK-J
3,旋律电子│超然物外 在音泉中荡漾,https://music.163.com/playlist?id=2580804981,120000,Fan-Eddie
311,年轻且优秀 天才少年的音乐理想国,https://music.163.com/playlist?id=2534037815,120000,摇智
827,indie pop°迷幻酒精梦一场,https://music.163.com/playlist?id=2496237804,120000,云音乐VIP
310,上头就对了 炸到根本停不下来,https://music.163.com/playlist?id=2427060544,120000,乐观开朗的威叔叔
306,Madilyn Bailey 原创歌曲合集,https://music.163.com/playlist?id=2171668520,120000,MadilynBaileyChina
570,Future Garage¹氛围孤音 操纵心灵,https://music.163.com/playlist?id=2361609471,120000,Anjunadeep
571,跟着迪士尼学英语，宝宝最佳外语儿歌,https://music.163.com/playlist?id=2210332997,120000,大福的妈Yuki
317,化妆拍照BGM.,https://music.163.com/playlist?id=2434987000,120000,Lscheese
878,天赋异禀 第二季 插曲（已更新）,https://music.163.com/playlist?id=2436399956,120000,CallMeProphet
307,「韩信」十三枪＊珍惜激情循环,https://music.163.com/playlist?id=2426655609,120000,聆听一段爱
308,First安排上了,https://music.163.com/playlist?id=2469683292,120000,Avicii说我是土嗨
309,“晚 安，我 睡 觉 了”,https://music.163.com/playlist?id=2411308317,120000,西特亚小盆友
1213,欧美金唱盘【72首经典英文歌曲】,https://music.163.com/playlist?id=2080160830,110000,泪痕Amy
312,爱丽丝没有仙境,https://music.163.com/playlist?id=2361864999,110000,女烬
315,『欧美神曲』100首让你怦然心动,https://music.163.com/playlist?id=2482651260,110000,千城音乐分享
316,SYNDROME 苏州星德罗,https://music.163.com/playlist?id=2614243536,110000,EdgeAsh
1212,寒冷的冬天，来听一点“暖系摇滚”吧,https://music.163.com/playlist?id=2624986511,110000,LiveNation
675,法国香颂丨午后咖啡，醉倒一缕时光,https://music.163.com/playlist?id=2569543131,110000,凄竹
674,爱在日落黄昏时·真爱与自由,https://music.163.com/playlist?id=2546854234,110000,Anjunadeep
314,babyʕ •ᴥ•ʔ | 儿童歌曲 | 英文系列,https://music.163.com/playlist?id=2322045390,110000,朵纾
832,中世纪吟唱 如梦似幻的凯尔特风情,https://music.163.com/playlist?id=2476352601,110000,云音乐VIP
882,没有九九九，只有乐悠悠：沙发流行乐,https://music.163.com/playlist?id=2356687840,110000,大卫与模特儿
313,Pitchfork评选80年代最佳100张唱片,https://music.163.com/playlist?id=2373975741,110000,流亡大街
773,安静的孤独 | 无人的沸腾,https://music.163.com/playlist?id=2432746604,110000,东野圭吾的烦恼
880,《极限竞速地平线4》官方原声大碟 更新ing,https://music.163.com/playlist?id=2365527095,110000,Stevenwu1992
883,2018抖音热歌榜,https://music.163.com/playlist?id=2290857652,100000,2018抖音火爆歌单
885,漫威电影中最有名的10首歌曲,https://music.163.com/playlist?id=2169670099,100000,-JEU-
728,Future Garage²幻象孤鲸 坠入深海,https://music.163.com/playlist?id=2481105274,100000,Anjunadeep
730,2018美国公告牌Billboard电子舞曲年榜,https://music.163.com/playlist?id=2544750537,100000,welphenEDM
320,如何形容一曲电音如画？,https://music.163.com/playlist?id=2373527605,100000,火属
576,闻声应是天上仙 月光般温柔,https://music.163.com/playlist?id=2482400454,100000,inmevein
577,Metal Storm网站票选200张金属唱片,https://music.163.com/playlist?id=2383472998,100000,流亡大街
319,第一封 “今晚的月色真美”,https://music.163.com/playlist?id=2551694373,100000,情书二三
318,DC 海王 Aquaman 电影插曲,https://music.163.com/playlist?id=2546347341,100000,纱纱sasha
321,早餐选手的三百六十五份早餐,https://music.163.com/playlist?id=2406108684,100000,inmevein
322,康纳麦格雷戈出场BGM★,https://music.163.com/playlist?id=2170439134,100000,kuddus-121
886,适合清澈人声的英文歌。,https://music.163.com/playlist?id=2331444062,99891,野猫吃人
836,国王十字车站9 3/4站台,https://music.163.com/playlist?id=2493196960,98959,云音乐VIP
887,JUSUF!!!|油管vlog BGM持续更新|,https://music.163.com/playlist?id=2076162189,98887,葉柒歲
323,【舞力全开2019/Just Dance 2019】歌单,https://music.163.com/playlist?id=2267024613,98278,傲娇的栗子啊
732,悠扬的蓝调，主打一曲忧伤还是快乐,https://music.163.com/playlist?id=2574244644,97518,凄竹
324,Duo——说唱里的双打组,https://music.163.com/playlist?id=2550055824,97451,YLevoled
888,改变世界的世纪演讲(英文),https://music.163.com/playlist?id=2227507179,95935,一峪
325,那些冷门却好听到爆的英文歌！,https://music.163.com/playlist?id=2392030407,95443,未曾与你上过床
837,黑胶放映室｜昆汀有三宝：话唠足控配乐叼,https://music.163.com/playlist?id=2500511706,95107,云音乐VIP
327,A神永存 永远的Avicii!（精选集）,https://music.163.com/playlist?id=2331192382,94922,软萌蜀黍1314
326,俄罗斯土嗨神曲，cyka blyat！,https://music.163.com/playlist?id=2363438453,94834,一盒洋火
328,一个白羊座的听歌列表,https://music.163.com/playlist?id=2353292917,91877,不是青冘
889,蔡徐坤的收藏歌单,https://music.163.com/playlist?id=2097479975,90827,酷炸了的蔡徐坤
890,MonstercatX丛林666 HADRiYA,https://music.163.com/playlist?id=2535885042,90118,HADRiYA
787,绝佳配乐 | 黑暗美学中的荒诞主义,https://music.163.com/playlist?id=2336345537,89656,东野圭吾的烦恼
151,（各种）你搜不到系列,https://music.163.com/playlist?id=2411453010,88660,车玖奈
329,一副耳机 一首电音。,https://music.163.com/playlist?id=2465717724,88471,ice__0
589,【欧美♔私藏】『电影』插曲•主题曲•配乐,https://music.163.com/playlist?id=2323343032,87656,柠檬有柠檬味
330,《Handclap》全版本收录,https://music.163.com/playlist?id=2302457777,87547,Cold_Mountain冷山
891,凤舞九天苏荷酒吧非主流QQ飞车慢摇DJ舞曲,https://music.163.com/playlist?id=2233002637,87409,神是美丽的魔
331,精灵旅社全部英文歌曲以及插曲,https://music.163.com/playlist?id=2337033526,87396,FogIslandDX
332,最好听的小语种歌曲【精选】,https://music.163.com/playlist?id=2248237333,86543,反杀闰土的谢尔猹
844,锦鲤护体 | 新年最强锦鲤歌单,https://music.163.com/playlist?id=2573217894,86388,云音乐VIP
735,五十首游戏集锦用烂的超燃电音！,https://music.163.com/playlist?id=2382494612,86073,soAoAyEDM
759,「救赎」独居深宙 陷入沉思,https://music.163.com/playlist?id=2425937069,85821,Anjunadeep
333,Space Club,https://music.163.com/playlist?id=2468512926,85241,帅气的于sir
334,◢Zero Gravity◣夜色直捣独孤船舶之下,https://music.163.com/playlist?id=2527519336,85006,Unfolds
335,《完整合辑》 美剧 良医 The Good Doctor,https://music.163.com/playlist?id=2115164273,83881,皮石
336,精灵旅社3:《DJ拯救世界》,https://music.163.com/playlist?id=2373605594,83616,-Selenium
337,艾伦沃克热度50曲,https://music.163.com/playlist?id=2084018002,82385,丶夜幕篱下浅笙歌丶
338,CSGO伦敦FACEIT MAJOR音乐集,https://music.163.com/playlist?id=2432457983,81949,Young丶J
339,珠海EDC China 2018电音节-现场歌单,https://music.163.com/playlist?id=2488318743,81726,RichardChoi
692,造梦男嗓 | 思绪飞絮 萦绕灵魂的细语,https://music.163.com/playlist?id=2560175478,81344,Seabearone
340,《蜘蛛侠：平行宇宙》背景歌单 (updating),https://music.163.com/playlist?id=2552963905,80571,白羽鸦_RC
848,Trip Hop | 神游舞曲另类氛围,https://music.163.com/playlist?id=2573521120,80332,云音乐VIP
341,徐 梦 圆 抄 袭 证 据 / 疑 似 抄 袭,https://music.163.com/playlist?id=2466320493,79374,红米CaDeMaX
342,抖音最热最火英文歌单,https://music.163.com/playlist?id=2282875567,77534,FRIENDSB
343,泰勒斯威夫特『免费音乐区』,https://music.163.com/playlist?id=2343536236,76909,百度-娇哥
893,适合跑步超燃嗨爆的歌曲,https://music.163.com/playlist?id=2271635222,76232,-黄等等-
344,Rezz『暗黑系女神』,https://music.163.com/playlist?id=2237800955,76119,TimBerglingOfficial
894,「英文版中文歌」英文翻唱（Cover 国语）,https://music.163.com/playlist?id=2252508554,75913,NHDZ4-10
345,好听的抖音英文BGM都在这了,https://music.163.com/playlist?id=2131120349,75455,但愿山水有相逢
895,卡梅隆·莫纳汉 演绎 哥谭小丑专属BGM,https://music.163.com/playlist?id=2211551991,75426,你的队友凤神
597,2018年全球百大DJ排行榜TOP100,https://music.163.com/playlist?id=2478932810,75321,Hard-with-Core
347,电影《大黄蜂》中的时代金曲,https://music.163.com/playlist?id=2583127552,74351,s摘星s
696,『Tropical House™』清新电子｜律动不止,https://music.163.com/playlist?id=2387108142,74313,柠檬有柠檬味
697,海王片尾曲【天灰姐skylar grey】,https://music.163.com/playlist?id=2548129583,73376,Ferhat吸血鬼
346,Natural: The J.Fla Collection,https://music.163.com/playlist?id=2540608257,72343,JFla_Rabbits
897,DJ版抖音歌 嗨爆你的脑筋，甩掉你的烦恼,https://music.163.com/playlist?id=2392204568,71692,靑念
896,【清欣电音】2018前8个月800首电音新歌盘点,https://music.163.com/playlist?id=2087687535,71583,LiQingXinKevin
348,幻梦｜给回忆一盒阿司匹林,https://music.163.com/playlist?id=2415453184,70180,肆貮
349,凌乱蜜糖，无邪时光,https://music.163.com/playlist?id=2509550703,69785,重复阿楼
853,Future Bass | 心跳节奏vs甜蜜梦境,https://music.163.com/playlist?id=2563747712,69727,云音乐VIP
1214,英文经典老歌大全,https://music.163.com/playlist?id=2074133946,69609,泺彡
350,【海王】电影全收录+出处=OST原声BGM配乐,https://music.163.com/playlist?id=2556765822,69336,网易别改我ID好吗
351,【DJ Mag】百大DJ2018年 TOP100榜单,https://music.163.com/playlist?id=2475886231,68395,Augustionally
898,〔Begin Again2〕朴正炫/河琳/Henry/李秀贤,https://music.163.com/playlist?id=2223794347,68139,是个少侠
352,爱是不夜城，回忆像星辰,https://music.163.com/playlist?id=2487073339,67417,-FUSU-
356,Old school HipHop律动练习 珍藏版,https://music.163.com/playlist?id=2276494197,66690,乐人-舞术
701,专业修复您的耳朵-R&b,https://music.163.com/playlist?id=2570474270,66682,inmevein
856,都是成年人，大家说话直接点,https://music.163.com/playlist?id=2530739368,65875,云音乐VIP
355,『抄作业』一个人一只笔一个晚上一场奇迹~,https://music.163.com/playlist?id=2445603633,65501,乐享音悦汇
703,1967年唱片不完全目录,https://music.163.com/playlist?id=2400587827,65325,流亡大街
353,Free Beat（free rap instrument）.,https://music.163.com/playlist?id=2612915076,65291,Nanvo
354,跑步歌单-中英文/燃向,https://music.163.com/playlist?id=2391628009,65220,Fancy_冲
357,［欧美开口醒］熬夜｜考研赶稿学生党必备,https://music.163.com/playlist?id=2439441166,64976,X伊诺
358,【蔡徐坤】打碟歌单合集（陆续更新）,https://music.163.com/playlist?id=2519290792,64338,公妮妮
604,该如何说一曲电音如画？,https://music.163.com/playlist?id=2616671517,64170,火属
359,沙漠风暴 • 中东之魂的原始唤醒,https://music.163.com/playlist?id=2468322389,63208,爱吃巧克力的鹏先森
860,宅在家 | 那些因为配乐就值得去看的电影,https://music.163.com/playlist?id=2438913686,62431,云音乐VIP
899,非死即残✘死核✘极端嗓✘,https://music.163.com/playlist?id=2255614387,62225,再不睡真的要死
605,That Girl（那个女孩）cover olly murs全版,https://music.163.com/playlist?id=2352997301,62066,NHDZ4-10
900,[BBC]纪录片原声 本尼，抖森英式发音,https://music.163.com/playlist?id=2277177417,61717,Priscialla
606,余生：Progressive trance渐进迷幻温情记忆,https://music.163.com/playlist?id=2359506326,61495,冰岛不语
360,奇异人生2 Life is Strange2 OST,https://music.163.com/playlist?id=2282920707,61440,VanKu
361,跨年ISY三亚国际音乐节丨W&W,https://music.163.com/playlist?id=2584225742,59899,NickHeung
362,『地球着陆计划』享受与蔚蓝星球的随机邂逅,https://music.163.com/playlist?id=2488315705,59458,飘浮星球
901,［Alan Walker］强力动感节奏｜双腿颤抖,https://music.163.com/playlist?id=2440878984,59441,China--Boys
770,复古电子风丨沉溺于星途，幻想中桎梏,https://music.163.com/playlist?id=2537052785,58219,凄竹
902,MonstercatX丛林666 NanCham,https://music.163.com/playlist?id=2535943716,58210,NanCham
363,无妄之灾,https://music.163.com/playlist?id=2430129405,57958,最真的一页
610,跨年ISY三亚国际音乐节丨Martin Garrix,https://music.163.com/playlist?id=2581446815,57446,NickHeung
